"var","species","median","qmin","qmax"
"bio12_annual_prec_mm","Anax_ephippiger",0.61746,0.47086,0.76242
"bio4_sd_temp","Anax_ephippiger",-0.06627,-0.20781,0.07245
"bio10_temp_warmQ_dC2","Anax_ephippiger",-0.22077,-0.33003,-0.10606
"bio12_annual_prec_mm2","Anax_ephippiger",-0.34903,-0.45091,-0.24669
"bio4_sd_temp2","Anax_ephippiger",0.49068,0.38917,0.61641
"2000","Anax_imperator",0.71541,0.5438,0.90019
"2001","Anax_imperator",0.16745,0.00821,0.33129
"2002","Anax_imperator",0.18069,0.02909,0.32811
"2003","Anax_imperator",0.58306,0.44313,0.73402
"2004","Anax_imperator",0.28971,0.15843,0.4343
"2005","Anax_imperator",0.32048,0.19225,0.44501
"2006","Anax_imperator",0.24969,0.13584,0.36965
"2007","Anax_imperator",0.48229,0.36764,0.60112
"2008","Anax_imperator",-0.0459,-0.14852,0.05498
"2009","Anax_imperator",-0.01179,-0.09858,0.082
"2010","Anax_imperator",-0.1521,-0.23721,-0.06979
"2011","Anax_imperator",-0.08383,-0.16594,-0.0044
"2012","Anax_imperator",-0.39616,-0.46835,-0.32479
"2013","Anax_imperator",-0.41512,-0.48795,-0.33736
"2014","Anax_imperator",-0.21786,-0.29579,-0.14147
"2015","Anax_imperator",-0.04944,-0.12779,0.0236
"2016","Anax_imperator",-0.46018,-0.53263,-0.38647
"2017","Anax_imperator",-0.2374,-0.31511,-0.16614
"2018","Anax_imperator",-0.00232,-0.07602,0.07261
"2019","Anax_imperator",-0.13917,-0.21283,-0.06002
"2020","Anax_imperator",-0.30068,-0.3752,-0.22759
"2021","Anax_imperator",-0.3673,-0.44499,-0.28742
"2022","Anax_imperator",0.04279,-0.04295,0.12277
"2023","Anax_imperator",-0.04321,-0.12824,0.03974
"clc_artificial_prop","Anax_imperator",0.14549,0.08373,0.21157
"clc_agriculture_prop","Anax_imperator",0.17126,0.09075,0.25089
"clc_forest_prop","Anax_imperator",-0.65137,-0.73765,-0.55535
"clc_vegetation_prop","Anax_imperator",-0.18589,-0.28998,-0.08655
"clc_bare_prop","Anax_imperator",1.4993,1.3536,1.64976
"clc_coastal_wetland_prop","Anax_imperator",-0.02767,-0.08975,0.03752
"clc_wetland_prop","Anax_imperator",-0.88787,-0.98946,-0.79842
"clc_river_prop","Anax_imperator",-0.06201,-0.1138,-0.00725
"bio10_temp_warmQ_dC","Anax_imperator",2.60492,2.45197,2.76598
"bio12_annual_prec_mm","Anax_imperator",0.95603,0.83998,1.08987
"bio4_sd_temp","Anax_imperator",-1.19203,-1.33248,-1.06287
"bio10_temp_warmQ_dC2","Anax_imperator",-1.21513,-1.3139,-1.11415
"bio12_annual_prec_mm2","Anax_imperator",-0.3118,-0.37252,-0.25275
"bio4_sd_temp2","Anax_imperator",-0.64848,-0.74528,-0.55188
"2000","Anax_parthenope",-0.69487,-0.95236,-0.45005
"2001","Anax_parthenope",-1.18298,-1.45276,-0.92853
"2002","Anax_parthenope",-1.00948,-1.25397,-0.77228
"2003","Anax_parthenope",0.04153,-0.13759,0.22554
"2004","Anax_parthenope",-0.8364,-1.04298,-0.62157
"2005","Anax_parthenope",-0.25625,-0.43168,-0.0793
"2006","Anax_parthenope",-0.12505,-0.28951,0.03151
"2007","Anax_parthenope",-0.1915,-0.34266,-0.03606
"2008","Anax_parthenope",-0.50311,-0.65518,-0.34909
"2009","Anax_parthenope",-0.30004,-0.42716,-0.16317
"2010","Anax_parthenope",-0.13755,-0.25074,-0.01979
"2011","Anax_parthenope",-0.12641,-0.23325,-0.02535
"2012","Anax_parthenope",-0.09937,-0.20092,-0.00232
"2013","Anax_parthenope",-0.07404,-0.16621,0.01951
"2014","Anax_parthenope",0.22604,0.13293,0.31597
"2015","Anax_parthenope",0.35375,0.26849,0.434
"2016","Anax_parthenope",0.07187,-0.01378,0.1553
"2017","Anax_parthenope",0.47968,0.39107,0.56277
"2018","Anax_parthenope",0.5142,0.42927,0.59121
"2019","Anax_parthenope",0.69123,0.60719,0.77568
"2020","Anax_parthenope",0.42241,0.33305,0.50338
"2021","Anax_parthenope",0.56328,0.47632,0.651
"2022","Anax_parthenope",0.70745,0.61343,0.7981
"2023","Anax_parthenope",0.75235,0.65888,0.84749
"clc_artificial_prop","Anax_parthenope",0.20032,0.14495,0.25712
"clc_agriculture_prop","Anax_parthenope",-0.29435,-0.39136,-0.21619
"clc_forest_prop","Anax_parthenope",-0.33705,-0.43666,-0.24539
"clc_vegetation_prop","Anax_parthenope",-0.35524,-0.46304,-0.24736
"clc_bare_prop","Anax_parthenope",1.08319,0.9286,1.25068
"clc_coastal_wetland_prop","Anax_parthenope",-0.00759,-0.07455,0.05864
"clc_wetland_prop","Anax_parthenope",-0.34974,-0.47487,-0.21969
"clc_river_prop","Anax_parthenope",0.05914,0.01119,0.11138
"bio10_temp_warmQ_dC","Anax_parthenope",2.98315,2.81008,3.17263
"bio12_annual_prec_mm","Anax_parthenope",-0.25212,-0.39006,-0.13017
"bio4_sd_temp","Anax_parthenope",-0.01262,-0.15896,0.12715
"bio10_temp_warmQ_dC2","Anax_parthenope",-0.27149,-0.39873,-0.1529
"bio12_annual_prec_mm2","Anax_parthenope",0.12626,0.06514,0.18316
"bio4_sd_temp2","Anax_parthenope",-0.27001,-0.37179,-0.16965
"2000","Boyeria_irene",0.41732,0.06957,0.76544
"2001","Boyeria_irene",0.35876,-0.02831,0.74175
"2002","Boyeria_irene",1.50228,1.17255,1.80166
"2003","Boyeria_irene",1.07767,0.80012,1.38239
"2004","Boyeria_irene",0.90628,0.61863,1.17044
"2005","Boyeria_irene",0.75935,0.50408,1.02744
"2006","Boyeria_irene",0.4223,0.15157,0.71494
"2007","Boyeria_irene",0.28145,0.03303,0.5274
"2008","Boyeria_irene",0.54675,0.32836,0.78453
"2009","Boyeria_irene",0.49611,0.30395,0.70214
"2010","Boyeria_irene",0.03447,-0.12628,0.21238
"2011","Boyeria_irene",-0.13975,-0.31015,0.01767
"2012","Boyeria_irene",0.10459,-0.02762,0.2454
"2013","Boyeria_irene",-0.15741,-0.28828,-0.02668
"2014","Boyeria_irene",-0.22355,-0.36282,-0.08856
"2015","Boyeria_irene",-0.14052,-0.27337,-0.00716
"2016","Boyeria_irene",-0.40233,-0.52495,-0.28151
"2017","Boyeria_irene",-0.39564,-0.51743,-0.2672
"2018","Boyeria_irene",-0.38613,-0.50747,-0.26031
"2019","Boyeria_irene",-0.65636,-0.78414,-0.51727
"2020","Boyeria_irene",-0.67474,-0.8,-0.54768
"2021","Boyeria_irene",-0.94699,-1.08112,-0.80361
"2022","Boyeria_irene",-0.86338,-1.00701,-0.72392
"2023","Boyeria_irene",-0.85651,-1.01277,-0.70786
"clc_artificial_prop","Boyeria_irene",-1.01074,-1.16999,-0.85449
"clc_agriculture_prop","Boyeria_irene",0.47791,0.25117,0.72393
"clc_forest_prop","Boyeria_irene",1.03498,0.81936,1.25605
"clc_vegetation_prop","Boyeria_irene",1.6282,1.41912,1.83503
"clc_bare_prop","Boyeria_irene",0.56623,0.23641,0.91277
"clc_coastal_wetland_prop","Boyeria_irene",-0.55069,-0.77743,-0.35629
"clc_wetland_prop","Boyeria_irene",-2.09265,-2.70705,-1.50782
"clc_river_prop","Boyeria_irene",-0.04705,-0.1917,0.07484
"bio10_temp_warmQ_dC","Boyeria_irene",7.29581,6.85445,7.73468
"bio12_annual_prec_mm","Boyeria_irene",2.16774,1.90891,2.43621
"bio4_sd_temp","Boyeria_irene",-2.78552,-3.15244,-2.42357
"bio10_temp_warmQ_dC2","Boyeria_irene",-2.93654,-3.18964,-2.69287
"bio12_annual_prec_mm2","Boyeria_irene",-0.76385,-0.93963,-0.60809
"bio4_sd_temp2","Boyeria_irene",-1.07308,-1.31099,-0.83935
"2000","Brachythemis_impartita",1.45191,0.11449,2.77999
"2001","Brachythemis_impartita",1.21402,-0.12335,2.49582
"2002","Brachythemis_impartita",-0.55908,-2.3792,1.00055
"2003","Brachythemis_impartita",-0.89131,-2.83867,0.79193
"2004","Brachythemis_impartita",-1.70523,-3.34602,-0.32922
"2005","Brachythemis_impartita",-0.19934,-1.2743,0.92063
"2006","Brachythemis_impartita",0.59195,-0.455,1.53969
"2007","Brachythemis_impartita",1.26225,0.7326,1.85766
"2008","Brachythemis_impartita",-0.07775,-0.86131,0.65658
"2009","Brachythemis_impartita",-0.55372,-1.32783,0.16835
"2010","Brachythemis_impartita",-0.55397,-1.2116,0.0667
"2011","Brachythemis_impartita",0.00406,-0.52922,0.53566
"2012","Brachythemis_impartita",-0.13726,-0.68968,0.3997
"2013","Brachythemis_impartita",0.13078,-0.35813,0.60705
"2014","Brachythemis_impartita",0.42869,-0.00508,0.87062
"2015","Brachythemis_impartita",-0.48406,-0.9651,-0.00365
"2016","Brachythemis_impartita",0.09981,-0.32603,0.53762
"2017","Brachythemis_impartita",0.15456,-0.22941,0.56989
"2018","Brachythemis_impartita",-0.43337,-0.82597,-0.01874
"2019","Brachythemis_impartita",-0.31913,-0.78882,0.14946
"2020","Brachythemis_impartita",0.21749,-0.22115,0.65483
"2021","Brachythemis_impartita",-0.18745,-0.62186,0.24021
"2022","Brachythemis_impartita",0.48344,0.06246,0.90376
"2023","Brachythemis_impartita",0.12998,-0.2581,0.54793
"clc_artificial_prop","Brachythemis_impartita",-1.35044,-1.68668,-1.0405
"clc_agriculture_prop","Brachythemis_impartita",0.56377,0.21593,0.94901
"clc_forest_prop","Brachythemis_impartita",-0.35252,-0.84034,0.09458
"clc_vegetation_prop","Brachythemis_impartita",0.38813,0.04366,0.74006
"clc_bare_prop","Brachythemis_impartita",-0.20562,-0.84907,0.40286
"clc_coastal_wetland_prop","Brachythemis_impartita",-0.38237,-0.72052,-0.08294
"clc_wetland_prop","Brachythemis_impartita",1.2202,0.54092,1.78994
"clc_river_prop","Brachythemis_impartita",0.15204,-0.12959,0.35884
"bio10_temp_warmQ_dC","Brachythemis_impartita",10.15708,8.28313,12.12976
"bio12_annual_prec_mm","Brachythemis_impartita",-0.07893,-0.92214,0.7323
"bio4_sd_temp","Brachythemis_impartita",-3.82545,-4.55879,-3.11193
"bio10_temp_warmQ_dC2","Brachythemis_impartita",-0.6662,-1.32873,0.00589
"bio12_annual_prec_mm2","Brachythemis_impartita",-1.4046,-2.16067,-0.75552
"bio4_sd_temp2","Brachythemis_impartita",0.25352,-0.21403,0.71019
"2000","Brachytron_pratense",0.28285,0.05258,0.52529
"2001","Brachytron_pratense",0.19186,-0.05315,0.43385
"2002","Brachytron_pratense",0.10959,-0.11284,0.33165
"2003","Brachytron_pratense",-0.06509,-0.27363,0.14571
"2004","Brachytron_pratense",-0.13779,-0.34641,0.07797
"2005","Brachytron_pratense",-0.33204,-0.52611,-0.1498
"2006","Brachytron_pratense",-0.47651,-0.65688,-0.29112
"2007","Brachytron_pratense",-0.42747,-0.58214,-0.26795
"2008","Brachytron_pratense",0.02114,-0.12305,0.17126
"2009","Brachytron_pratense",0.2013,0.06994,0.32988
"2010","Brachytron_pratense",0.25367,0.11599,0.3942
"2011","Brachytron_pratense",0.11826,0.00818,0.22183
"2012","Brachytron_pratense",-0.00468,-0.11322,0.11083
"2013","Brachytron_pratense",0.38049,0.25092,0.51315
"2014","Brachytron_pratense",0.35697,0.24318,0.47917
"2015","Brachytron_pratense",0.15397,0.0389,0.26302
"2016","Brachytron_pratense",-0.03762,-0.14902,0.08354
"2017","Brachytron_pratense",-0.14503,-0.26138,-0.03391
"2018","Brachytron_pratense",0.09593,-0.00453,0.20369
"2019","Brachytron_pratense",-0.08067,-0.18772,0.03785
"2020","Brachytron_pratense",-0.17326,-0.27918,-0.06636
"2021","Brachytron_pratense",0.02339,-0.1088,0.14428
"2022","Brachytron_pratense",-0.10996,-0.2353,0.01046
"2023","Brachytron_pratense",0.05721,-0.07485,0.18232
"clc_artificial_prop","Brachytron_pratense",0.07308,-0.02325,0.16647
"clc_agriculture_prop","Brachytron_pratense",-0.30733,-0.45408,-0.14568
"clc_forest_prop","Brachytron_pratense",-0.09077,-0.26709,0.06727
"clc_vegetation_prop","Brachytron_pratense",-1.38551,-1.63452,-1.1432
"clc_bare_prop","Brachytron_pratense",0.65045,0.25765,0.99341
"clc_coastal_wetland_prop","Brachytron_pratense",0.15388,0.03786,0.26707
"clc_wetland_prop","Brachytron_pratense",0.7834,0.63558,0.95556
"clc_river_prop","Brachytron_pratense",0.13079,0.04758,0.21331
"bio10_temp_warmQ_dC","Brachytron_pratense",0.06644,-0.24565,0.39085
"bio12_annual_prec_mm","Brachytron_pratense",-1.61697,-1.86423,-1.39367
"bio4_sd_temp","Brachytron_pratense",-0.67946,-0.88602,-0.44766
"bio10_temp_warmQ_dC2","Brachytron_pratense",-1.98408,-2.27002,-1.72932
"bio12_annual_prec_mm2","Brachytron_pratense",0.34623,0.24169,0.44597
"bio4_sd_temp2","Brachytron_pratense",-0.12531,-0.26925,0.01525
"2000","Calopteryx_haemorrhoidalis",0.18222,-0.18225,0.54428
"2001","Calopteryx_haemorrhoidalis",0.02765,-0.36776,0.39632
"2002","Calopteryx_haemorrhoidalis",0.32577,-0.06116,0.67632
"2003","Calopteryx_haemorrhoidalis",0.46899,0.1125,0.7679
"2004","Calopteryx_haemorrhoidalis",0.71183,0.42559,1.01032
"2005","Calopteryx_haemorrhoidalis",0.14342,-0.15465,0.4374
"2006","Calopteryx_haemorrhoidalis",0.12766,-0.17702,0.45795
"2007","Calopteryx_haemorrhoidalis",-0.23268,-0.52409,0.06261
"2008","Calopteryx_haemorrhoidalis",-0.08687,-0.36582,0.20167
"2009","Calopteryx_haemorrhoidalis",0.01728,-0.24195,0.2784
"2010","Calopteryx_haemorrhoidalis",-0.3076,-0.51244,-0.11324
"2011","Calopteryx_haemorrhoidalis",-0.10288,-0.27489,0.05694
"2012","Calopteryx_haemorrhoidalis",-0.0641,-0.21566,0.08701
"2013","Calopteryx_haemorrhoidalis",-0.00383,-0.15456,0.14261
"2014","Calopteryx_haemorrhoidalis",-0.01717,-0.15448,0.12438
"2015","Calopteryx_haemorrhoidalis",-0.00985,-0.14808,0.13289
"2016","Calopteryx_haemorrhoidalis",-0.20763,-0.35066,-0.06383
"2017","Calopteryx_haemorrhoidalis",-0.413,-0.55267,-0.2705
"2018","Calopteryx_haemorrhoidalis",-0.18792,-0.32401,-0.05537
"2019","Calopteryx_haemorrhoidalis",-0.19462,-0.34965,-0.04818
"2020","Calopteryx_haemorrhoidalis",-0.06492,-0.21375,0.08586
"2021","Calopteryx_haemorrhoidalis",0.09442,-0.05825,0.24982
"2022","Calopteryx_haemorrhoidalis",-0.20452,-0.36748,-0.04664
"2023","Calopteryx_haemorrhoidalis",-0.01252,-0.17979,0.15703
"clc_artificial_prop","Calopteryx_haemorrhoidalis",-0.62484,-0.82758,-0.42733
"clc_agriculture_prop","Calopteryx_haemorrhoidalis",-0.23427,-0.64464,0.14243
"clc_forest_prop","Calopteryx_haemorrhoidalis",1.68977,1.33879,2.05248
"clc_vegetation_prop","Calopteryx_haemorrhoidalis",1.67518,1.33326,2.03406
"clc_bare_prop","Calopteryx_haemorrhoidalis",1.96648,1.18206,2.7441
"clc_coastal_wetland_prop","Calopteryx_haemorrhoidalis",-0.76577,-1.04962,-0.5224
"clc_wetland_prop","Calopteryx_haemorrhoidalis",-3.21115,-4.2204,-2.25334
"clc_river_prop","Calopteryx_haemorrhoidalis",-0.48316,-0.71038,-0.26697
"bio10_temp_warmQ_dC","Calopteryx_haemorrhoidalis",15.49562,14.47085,16.48838
"bio12_annual_prec_mm","Calopteryx_haemorrhoidalis",0.84727,0.46894,1.22707
"bio4_sd_temp","Calopteryx_haemorrhoidalis",-2.37187,-2.80884,-1.93047
"bio10_temp_warmQ_dC2","Calopteryx_haemorrhoidalis",-4.54075,-4.9712,-4.07351
"bio12_annual_prec_mm2","Calopteryx_haemorrhoidalis",-0.22459,-0.48662,0.01259
"bio4_sd_temp2","Calopteryx_haemorrhoidalis",-0.76134,-1.06872,-0.45786
"2000","Calopteryx_splendens",0.09855,-0.04009,0.21138
"2001","Calopteryx_splendens",0.08569,-0.04982,0.2178
"2002","Calopteryx_splendens",0.28608,0.14913,0.38452
"2003","Calopteryx_splendens",0.25841,0.15234,0.36129
"2004","Calopteryx_splendens",0.20837,0.09281,0.30427
"2005","Calopteryx_splendens",-0.01268,-0.12941,0.06542
"2006","Calopteryx_splendens",0.1384,0.06462,0.25108
"2007","Calopteryx_splendens",0.09924,0.01519,0.1819
"2008","Calopteryx_splendens",-0.08612,-0.18577,-0.01549
"2009","Calopteryx_splendens",-0.13236,-0.20567,-0.06295
"2010","Calopteryx_splendens",0.07304,-0.0108,0.16659
"2011","Calopteryx_splendens",-0.05356,-0.12415,-7e-05
"2012","Calopteryx_splendens",-0.13213,-0.21002,-0.08566
"2013","Calopteryx_splendens",-0.06232,-0.12345,0.0037
"2014","Calopteryx_splendens",0.02542,-0.04803,0.09642
"2015","Calopteryx_splendens",-0.13776,-0.19248,-0.07272
"2016","Calopteryx_splendens",-0.05184,-0.11342,0.01064
"2017","Calopteryx_splendens",-0.08028,-0.13773,-0.01606
"2018","Calopteryx_splendens",-0.00011,-0.06124,0.07617
"2019","Calopteryx_splendens",-0.0807,-0.1544,-0.01263
"2020","Calopteryx_splendens",-0.28395,-0.3381,-0.21071
"2021","Calopteryx_splendens",-0.00819,-0.064,0.06141
"2022","Calopteryx_splendens",-0.27464,-0.3415,-0.19787
"2023","Calopteryx_splendens",-0.03943,-0.1186,0.0403
"clc_artificial_prop","Calopteryx_splendens",0.28927,0.23183,0.38951
"clc_agriculture_prop","Calopteryx_splendens",1.69567,1.56457,1.89297
"clc_forest_prop","Calopteryx_splendens",-0.30191,-0.3927,-0.16461
"clc_vegetation_prop","Calopteryx_splendens",-1.7784,-1.92126,-1.61796
"clc_bare_prop","Calopteryx_splendens",0.62937,0.45768,0.8193
"clc_coastal_wetland_prop","Calopteryx_splendens",-0.25033,-0.32246,-0.15015
"clc_wetland_prop","Calopteryx_splendens",-0.35568,-0.46356,-0.23181
"clc_river_prop","Calopteryx_splendens",0.02182,-0.05993,0.07826
"bio10_temp_warmQ_dC","Calopteryx_splendens",0.49977,0.33815,0.71681
"bio12_annual_prec_mm","Calopteryx_splendens",0.99636,0.79447,1.12627
"bio4_sd_temp","Calopteryx_splendens",1.32364,1.16561,1.43441
"bio10_temp_warmQ_dC2","Calopteryx_splendens",-1.43664,-1.56787,-1.25782
"bio12_annual_prec_mm2","Calopteryx_splendens",-0.33028,-0.45915,-0.23943
"bio4_sd_temp2","Calopteryx_splendens",-0.26743,-0.34974,-0.14291
"2000","Calopteryx_virgo",-0.20481,-0.3599,-0.05175
"2001","Calopteryx_virgo",-0.28365,-0.43898,-0.13177
"2002","Calopteryx_virgo",-0.1203,-0.26915,0.02845
"2003","Calopteryx_virgo",-0.01471,-0.14029,0.11605
"2004","Calopteryx_virgo",-0.13898,-0.27058,-0.00703
"2005","Calopteryx_virgo",0.04221,-0.07422,0.16819
"2006","Calopteryx_virgo",0.00484,-0.10635,0.1148
"2007","Calopteryx_virgo",0.11129,0.00642,0.21547
"2008","Calopteryx_virgo",-0.15933,-0.25574,-0.06716
"2009","Calopteryx_virgo",-0.12502,-0.21191,-0.03324
"2010","Calopteryx_virgo",0.02516,-0.05919,0.10419
"2011","Calopteryx_virgo",-0.14374,-0.22018,-0.07374
"2012","Calopteryx_virgo",0.02774,-0.04703,0.09813
"2013","Calopteryx_virgo",-0.08938,-0.1587,-0.02113
"2014","Calopteryx_virgo",0.05265,-0.01496,0.12301
"2015","Calopteryx_virgo",0.00937,-0.05683,0.0779
"2016","Calopteryx_virgo",0.08594,0.01713,0.153
"2017","Calopteryx_virgo",-0.10448,-0.17184,-0.03859
"2018","Calopteryx_virgo",0.20855,0.13999,0.27431
"2019","Calopteryx_virgo",-0.02142,-0.09046,0.04909
"2020","Calopteryx_virgo",0.06595,-0.00571,0.13277
"2021","Calopteryx_virgo",0.07754,0.00676,0.15472
"2022","Calopteryx_virgo",-0.00654,-0.08167,0.07014
"2023","Calopteryx_virgo",0.29261,0.21401,0.37209
"clc_artificial_prop","Calopteryx_virgo",-0.49783,-0.58326,-0.41379
"clc_agriculture_prop","Calopteryx_virgo",0.43632,0.31732,0.55213
"clc_forest_prop","Calopteryx_virgo",1.27501,1.1564,1.40133
"clc_vegetation_prop","Calopteryx_virgo",-0.03465,-0.1778,0.10473
"clc_bare_prop","Calopteryx_virgo",0.12831,-0.09666,0.3236
"clc_coastal_wetland_prop","Calopteryx_virgo",-0.5818,-0.71581,-0.46383
"clc_wetland_prop","Calopteryx_virgo",-0.4725,-0.58478,-0.36098
"clc_river_prop","Calopteryx_virgo",-0.2464,-0.35669,-0.14854
"bio10_temp_warmQ_dC","Calopteryx_virgo",2.51486,2.31125,2.70894
"bio12_annual_prec_mm","Calopteryx_virgo",2.72383,2.53061,2.91601
"bio4_sd_temp","Calopteryx_virgo",1.14022,0.95157,1.30858
"bio10_temp_warmQ_dC2","Calopteryx_virgo",-2.90193,-3.07201,-2.729
"bio12_annual_prec_mm2","Calopteryx_virgo",-0.75461,-0.84154,-0.67175
"bio4_sd_temp2","Calopteryx_virgo",0.39907,0.30759,0.49697
"2000","Calopteryx_xanthostoma",1.04434,0.63189,1.48973
"2001","Calopteryx_xanthostoma",0.5445,0.08067,1.03474
"2002","Calopteryx_xanthostoma",0.49918,0.06063,0.90442
"2003","Calopteryx_xanthostoma",0.30637,-0.10133,0.70455
"2004","Calopteryx_xanthostoma",0.83025,0.47431,1.20419
"2005","Calopteryx_xanthostoma",0.48933,0.09754,0.84767
"2006","Calopteryx_xanthostoma",-0.02087,-0.40051,0.36479
"2007","Calopteryx_xanthostoma",0.05178,-0.32356,0.43177
"2008","Calopteryx_xanthostoma",0.00362,-0.32088,0.33589
"2009","Calopteryx_xanthostoma",-0.2523,-0.55424,0.05278
"2010","Calopteryx_xanthostoma",0.07414,-0.16224,0.31127
"2011","Calopteryx_xanthostoma",-0.10286,-0.33058,0.10396
"2012","Calopteryx_xanthostoma",0.08925,-0.11541,0.28587
"2013","Calopteryx_xanthostoma",-0.05357,-0.23774,0.14393
"2014","Calopteryx_xanthostoma",0.26721,0.07399,0.45821
"2015","Calopteryx_xanthostoma",-0.10624,-0.28001,0.07708
"2016","Calopteryx_xanthostoma",-0.24773,-0.41929,-0.07944
"2017","Calopteryx_xanthostoma",-0.22986,-0.39903,-0.06211
"2018","Calopteryx_xanthostoma",-0.03178,-0.188,0.12321
"2019","Calopteryx_xanthostoma",-0.33417,-0.50586,-0.16066
"2020","Calopteryx_xanthostoma",-0.53845,-0.70513,-0.364
"2021","Calopteryx_xanthostoma",-0.56333,-0.74629,-0.36967
"2022","Calopteryx_xanthostoma",-0.63598,-0.81779,-0.4613
"2023","Calopteryx_xanthostoma",-0.44122,-0.63782,-0.23639
"clc_artificial_prop","Calopteryx_xanthostoma",-1.33882,-1.69576,-1.00433
"clc_agriculture_prop","Calopteryx_xanthostoma",0.67147,0.18443,1.24407
"clc_forest_prop","Calopteryx_xanthostoma",1.66894,1.19036,2.18783
"clc_vegetation_prop","Calopteryx_xanthostoma",2.65655,2.26977,3.08649
"clc_bare_prop","Calopteryx_xanthostoma",1.14835,0.59064,1.78733
"clc_coastal_wetland_prop","Calopteryx_xanthostoma",-0.64168,-1.05565,-0.26849
"clc_wetland_prop","Calopteryx_xanthostoma",-4.26903,-5.7841,-2.95336
"clc_river_prop","Calopteryx_xanthostoma",0.11357,-0.12355,0.31553
"bio10_temp_warmQ_dC","Calopteryx_xanthostoma",8.84508,8.02749,9.76152
"bio12_annual_prec_mm","Calopteryx_xanthostoma",1.57389,1.1205,2.02347
"bio4_sd_temp","Calopteryx_xanthostoma",-3.21558,-3.85916,-2.56308
"bio10_temp_warmQ_dC2","Calopteryx_xanthostoma",-3.23375,-3.73703,-2.77255
"bio12_annual_prec_mm2","Calopteryx_xanthostoma",-0.09948,-0.31866,0.07169
"bio4_sd_temp2","Calopteryx_xanthostoma",-1.71786,-2.22339,-1.27081
"2000","Ceriagrion_tenellum",0.11652,-0.08327,0.39855
"2001","Ceriagrion_tenellum",0.04578,-0.1935,0.28508
"2002","Ceriagrion_tenellum",0.44071,0.20239,0.62877
"2003","Ceriagrion_tenellum",0.2745,0.13153,0.50217
"2004","Ceriagrion_tenellum",0.14202,-0.08859,0.29058
"2005","Ceriagrion_tenellum",0.31856,0.17848,0.53819
"2006","Ceriagrion_tenellum",0.20451,0.07838,0.39897
"2007","Ceriagrion_tenellum",0.72685,0.36319,0.91649
"2008","Ceriagrion_tenellum",0.38885,0.26583,0.57542
"2009","Ceriagrion_tenellum",0.04495,-0.13598,0.14811
"2010","Ceriagrion_tenellum",-0.05485,-0.17552,0.07206
"2011","Ceriagrion_tenellum",-0.05879,-0.14623,0.08009
"2012","Ceriagrion_tenellum",-0.01056,-0.13324,0.06673
"2013","Ceriagrion_tenellum",-0.17799,-0.30512,-0.10259
"2014","Ceriagrion_tenellum",0.07083,-0.05013,0.14071
"2015","Ceriagrion_tenellum",0.01323,-0.06442,0.13226
"2016","Ceriagrion_tenellum",0.09397,-0.01711,0.16526
"2017","Ceriagrion_tenellum",-0.1862,-0.30807,-0.07944
"2018","Ceriagrion_tenellum",-0.29095,-0.41145,-0.21929
"2019","Ceriagrion_tenellum",-0.58727,-0.71082,-0.44094
"2020","Ceriagrion_tenellum",-0.41858,-0.54997,-0.34228
"2021","Ceriagrion_tenellum",-0.13984,-0.27887,-0.05739
"2022","Ceriagrion_tenellum",-0.38944,-0.53455,-0.28354
"2023","Ceriagrion_tenellum",-0.36426,-0.51035,-0.23708
"clc_artificial_prop","Ceriagrion_tenellum",-0.38916,-0.49866,-0.29035
"clc_agriculture_prop","Ceriagrion_tenellum",-0.14342,-0.29538,0.02004
"clc_forest_prop","Ceriagrion_tenellum",-0.19606,-0.41847,-0.00175
"clc_vegetation_prop","Ceriagrion_tenellum",0.28867,0.05451,0.59498
"clc_bare_prop","Ceriagrion_tenellum",1.66527,0.32124,2.18931
"clc_coastal_wetland_prop","Ceriagrion_tenellum",-0.55859,-0.73161,-0.2374
"clc_wetland_prop","Ceriagrion_tenellum",-0.48481,-0.7999,-0.07768
"clc_river_prop","Ceriagrion_tenellum",-0.07453,-0.19949,-0.00295
"bio10_temp_warmQ_dC","Ceriagrion_tenellum",7.10032,3.42122,7.62263
"bio12_annual_prec_mm","Ceriagrion_tenellum",1.6497,0.91901,1.95792
"bio4_sd_temp","Ceriagrion_tenellum",-3.63499,-4.03599,-1.86225
"bio10_temp_warmQ_dC2","Ceriagrion_tenellum",-2.58043,-2.90247,-1.27299
"bio12_annual_prec_mm2","Ceriagrion_tenellum",-0.39624,-0.5759,-0.27638
